LINE_KEY,LAYER1_MATERIAL_NAME,LAYER1_COMPOSED_PERCENTAGE,LAYER2_MATERIAL_NAME,LAYER2_COMPOSED_PERCENTAGE,RAW_MATERIAL_NAME,RAW_MATERIAL_NAME_CLEAN,RAW_MATERIAL_COMPOSED_PERCENTAGE,EMISSION_FACTOR,UNIT,PERCENTAGE_TOTAL_CONTRIBUTION,PART,CLIENT_NAME,CLIENT_GROUP,DESCRIPTION,YEAR
2870_1641366289137_96266,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.026992977070232214,null,Sisley Korea Co Ltd,Group - Sisley,Pouch 11-Pink,2022
2870_1642581398549_70993,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.44096208687990357,null,"Atlantic Trim Accessories,LLC C/O Milagros Javier",Group - Atlantic Trim,N6235 NUBUCK SNUFF SUEDE W/ANTIQUE BRASS FINDING,2022
2900_1648880834164_46202,,,,,nylon,Nylon/Polyamide (PA) plastic,null,9.645,kgCO2e/kg,0.0001441604345458234,null,The Body Shop International Limited,Group - The Body Shop,"GC BOX MORINGA HAIRCARE XM22 A0X

Container: 140gsm Woodfree paper + 120gsm Kraft paper + 1.5mm greyboard + Paper String
Fitment: 250gsm CCNB + corrugated board + 1.5mm greyboard
(FSC MIX CREDIT)",2022
3554_1663922336175_16179,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.10339595570789234,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,"FENETTE
set of 4 items",2022
3554_1651887050641_62933,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,null,5.645,kgCO2e/kg,0.04175720769781906,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,DAKOKO,2022
3554_1666860532550_59794,,,,,straw,Polypropylene (PP) plastic,null,3.855,kgCO2e/kg,0.003729477528484843,null,NWBEEZ ltd,Group - Sergent Major,"RYAJOSERR2
Hair clip with 7.5%rebate",2022
3006_1654609774916_50842,,,,,thermoplastic polyurethane(tpu),Thermoplastic Polyurethane (TPU) plastic,null,6.305,kgCO2e/kg,0.14543612023288044,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,CHOUCHOU WFETES,2022
2883_1650009037326_44780,,,,,carbon steel,Reinforcing steel,null,2.14,kgCO2e/kg,0.0006647652730786316,null,SLG BRANDS LIMITED,Group - SLG,GLASS JAR  BOO001,2022
3554_1655868248374_18688,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0023100952947106555,null,GEMO,Group - Gemo,39READA,2022
2895_1640680720355_12541,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.022903225806451617,null,Cosmeticos Avon S.A.,Group - Avon,G FLORAL PEDICURE SET,2022
3180_1641894874286_68568,,,,,liquid (essential oil),liquid (essential oil),null,0.953,kgCO2e/kg,0.01976328034503563,null,Avon Cosmetics Ltd,Group - Avon,Folklore Tales 80ml Diffuser,2022
3554_1652261926721_9396,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.1234515639248077,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,DUTURBETTE,2022
3180_1646895386200_97218,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.04000000000000001,null,Avon Cosmetics Ltd,Group - Avon,Winter Spice Jar Candle Large,2022
4804_1642589057710_86463,,,,,glass,Glass,null,1.01,kgCO2e/kg,0.006791683949519209,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,45545.1 Earpods Case,2022
3006_1664182684497_15901,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,null,5.645,kgCO2e/kg,0.04175720769781906,null,Okaidi France SAS,Group - Okaidi,1hairband in one set,2022
4484_1653012315264_49836,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.7300000000000002,null,Douglas Cosmetics GmbH,Group - Nocibe Douglas,98386 HAIR LARGE CUSHION BRUSH,2022
3554_1641884856747_55751,,,,,elastodiene,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.2445320440374459,null,Société FIB NC7,Group - Camaieu,ACHOUSAT,2022
3006_1662608776656_99840,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.015138914731629908,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2headbands in one set,2022
3554_1666858522900_89700,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.6747706023339276,null,NWBEEZ ltd,Group - Sergent Major,"RYAJOCLIC5
Hair clip with 3%rebate",2022
3006_1662027740093_82697,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0023100952947106555,null,Okaidi France SAS,Group - Okaidi,698664  BILLY,2022
3006_1666253378271_86251,,,,,glass,Glass,null,1.01,kgCO2e/kg,0.02695211139773935,null,JACADI,Group - Jacadi,1clip in one set,2022
3554_1642733483298_73676,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.26858370880886423,null,GEMO,Group - Gemo,Headband,2022
3554_1666320305890_68515,,,,,spandex,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.0027156534240412858,null,NEWORCH,Group - Orchestra,"OPINCETTE-AY/AFIOMA-ROC-Assorted
Hair clip+Elastic in set",2022
3554_1651029985130_86923,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.1234515639248077,null,NWBEEZ ltd,Group - Sergent Major,PYAJOSERR2,2022
3554_1642756207991_14246,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,null,5.645,kgCO2e/kg,0.017054654491376796,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,HEADBAND,2022
3554_1651029985130_2267,,,,,straw,Polypropylene (PP) plastic,null,3.855,kgCO2e/kg,0.0037294775284848424,null,NWBEEZ ltd,Group - Sergent Major,PYAJOSERR4,2022
3173_1642149371027_51661,,,,,rubber,Natural Rubber (NR),null,2.333,kgCO2e/kg,0.4562268683192534,null,GEMO,Group - Gemo,KEYRING,2022
2895_1640682150139_97981,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.05887096774193548,null,Cosmeticos Avon S.A.,Group - Avon,G PEDICURE SET EVA ZIP PO,2022
3554_1653275649527_13738,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.01513891473162991,null,NEWORCH,Group - Orchestra,OFOUR-AX/AFIOJE-NOI,2022
3180_1646383289211_45945,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.020139335882776114,null,Avon Cosmetics Ltd,Group - Avon,Lavender Blossom Fragrance Oil,2022
3006_1664166618926_31242,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,null,5.645,kgCO2e/kg,0.0966201090656422,null,Okaidi France SAS,Group - Okaidi,3clips in one set,2022
2883_1647318081745_64071,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.032242875207342925,null,SLG BRANDS LIMITED,Group - SLG,HANGING FRAME BOO001,2022
2883_1647318081745_64071,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.11260767146878335,null,SLG BRANDS LIMITED,Group - SLG,HANGING FRAME BOO001,2022
3554_1665481472529_77284,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0023100952947106555,null,NEWORCH,Group - Orchestra,AMARS-AX/AFIOJ4-JAC-solid,2022
3180_1645091673356_30694,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.034800474799973495,null,"AVON Products (China) Co., Ltd",Group - Avon,野莓藤条香薰,2022
3554_1652858329047_91890,,,,,thermoplastic polyurethane(tpu),Thermoplastic Polyurethane (TPU) plastic,null,6.305,kgCO2e/kg,0.14543612023288044,null,NWBEEZ ltd,Group - Sergent Major,PYAJOELA1,2022
3554_1646042313038_91622,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.5520802005012541,null,GEMO,Group - Gemo,Elastic with 2pcs in set,2022
3554_1666858522901_10791,,,,,metallic fibre,Metal,null,5.269,kgCO2e/kg,0.010827731455578268,null,NWBEEZ ltd,Group - Sergent Major,"RYAJOELA8
Hair clip with3%rebate",2022
3006_1661416489842_2416,,,,,glass,Glass,null,1.01,kgCO2e/kg,0.02695211139773935,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,3clips in one set,2022
4475_1640847565469_65563,,,,,pumice stone,Pumice,null,0.009,kgCO2e/kg,0.06888668749523734,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,Feet Up Pedicure Tool,2022
3554_1643167195811_93934,,,,,metallic fibre,Metal,null,5.269,kgCO2e/kg,0.010827731455578268,null,Société FIB NC7,Group - Camaieu,HEADBAND,2022
3554_1666322004398_96062,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.0015095797568079373,null,NEWORCH,Group - Orchestra,"OFROUTILLE-AY/AFIOM8-ROC-Solid
Elastic",2022
3554_1642407618785_10651,,,,,silicone,Silicone plastic,null,8.105,kgCO2e/kg,0.03445245763841095,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,Hair clip with 4pcs in set,2022
3554_1642575016964_64549,,,,,thermoplastic polyurethane(tpu),Thermoplastic Polyurethane (TPU) plastic,null,6.305,kgCO2e/kg,0.14543612023288044,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,Hair clip with 4pcs in set,2022
3006_1664182684497_15901,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0023100952947106555,null,Okaidi France SAS,Group - Okaidi,1hairband in one set,2022
3180_1645091673357_63236,,,,,liquid (essential oil),liquid (essential oil),null,0.953,kgCO2e/kg,0.01976328034503563,null,"AVON Products (China) Co., Ltd",Group - Avon,白茉莉藤条香薰,2022
3554_1642735115154_46915,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,null,5.645,kgCO2e/kg,0.007259676299953399,null,GEMO,Group - Gemo,Elastic with 2pcs in set,2022
3554_1666860532549_24554,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.10339595570789234,null,NWBEEZ ltd,Group - Sergent Major,"RYAJOCLIC9
Hair clip with 7.5%rebate",2022
3554_1665649988506_24796,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.2741170507509387,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,FANILA,2022
2883_1650009037326_50238,,,,,silicone,Silicone plastic,null,8.105,kgCO2e/kg,0.04505622126134543,null,SLG BRANDS LIMITED,Group - SLG,JEWELLERY BOX  BOO001,2022
2900_1648874079927_47940,,,,,wood,Wood,null,1.105,kgCO2e/kg,0.009178214332750756,null,The Body Shop International Limited,Group - The Body Shop,"GC BOX INTRO RELAXING XM22 A0X

Container: 140gsm woodfree paper + 1.5mm greyboard  + 130gsm kraft paper
Fitment: KAK corrugated board
(FSC MIX CREDIT)",2022
3180_1650531144464_78433,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.04000000000000001,null,SLG BRANDS LIMITED,Group - SLG,Bouffants set of 2 votives,2022
2870_1651024325730_70343,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.02699297707023221,null,SLG BRANDS LIMITED,Group - SLG,BEAUTY BAG  BOO001,2022
3180_1641893432238_69184,,,,,glass,Glass,null,1.01,kgCO2e/kg,0.5400000000000003,null,Avon Cosmetics Ltd,Group - Avon,Folklore Tales S Jar Candle,2022
2883_1650970980429_10008,,,,,glass,Glass,null,1.01,kgCO2e/kg,0.019152243690822877,null,SLG BRANDS LIMITED,Group - SLG,GLASS DECANTER DUO BOO001,2022
3554_1655351575720_61347,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0435420329411471,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,DAOLYMPE,2022
4475_1654071703427_36832,,,,,nylon,Nylon/Polyamide (PA) plastic,null,9.645,kgCO2e/kg,0.33493362546719935,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,Charcoal Infused Foundation Blender,2022
3554_1651029985130_81361,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.26858370880886423,null,NWBEEZ ltd,Group - Sergent Major,PYAJOSERR2,2022
4475_1664524712011_60466,,,,,silicone,Silicone plastic,null,8.105,kgCO2e/kg,0.1293281357486815,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,46415.1Arctic Ritual Jawline Massager,2022
3554_1653539895969_51156,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.1234515639248077,null,NEWORCH,Group - Orchestra,GODUROY-AX/AFIOJZ-VIM-Solid,2022
3180_1646992261532_76639,,,,,wood,Wood,null,1.105,kgCO2e/kg,0.007128444851052095,null,Avon Cosmetics Ltd,Group - Avon,Dark Orchid 80ml Diffuser,2022
3180_1645091673357_59286,,,,,liquid (essential oil),liquid (essential oil),null,0.953,kgCO2e/kg,0.01976328034503563,null,"AVON Products (China) Co., Ltd",Group - Avon,薰衣草藤条香薰,2022
3554_1666860532549_44024,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,null,5.645,kgCO2e/kg,0.007259676299953399,null,NWBEEZ ltd,Group - Sergent Major,"RYAJOELA5
Hair clip with 7.5%rebate",2022
2900_1648890836319_84090,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.957912521312607,null,The Body Shop International Limited,Group - The Body Shop,"GC BOX SHEA HAIRCARE XM22 A0X

Container: 140gsm Woodfree paper + 120gsm Kraft paper + 1.5mm greyboard + Paper String
Fitment: 250gsm CCNB + corrugated board
(FSC MIX CREDIT)",2022
3006_1661414465917_98386,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.21997796839752534,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2clips in one set,2022
3180_1640684684389_80762,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.04323748413305138,null,Avon Cosmetics Ltd,Group - Avon,Lavender Blossom Diffuser,2022
2900_1648867650568_74031,,,,,polyethylene terephtalate (pet),polyethylene terephtalate (pet),null,3.50201,kgCO2e/kg,0.006919700858199523,null,The Body Shop International Limited,Group - The Body Shop,"GC BOX ROUTINE SLEEP XM22 A0X

Case: 140gsm woodfree paper + 1.5mm greyboard +Jute Ribbon
Base: 120gsm kraft paper + 1.5mm greyboard 
Fitment: 250gsm CCNB + corrguated board + 1.5mm greyboard 
(FSC MIX CREDIT)",2022
3554_1663901696521_24330,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.3932925062237734,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,FALILA,2022
3006_1661415014263_47674,,,,,glass,Glass,null,1.01,kgCO2e/kg,0.026952111397739353,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,3clips in one set,2022
2883_1650268515624_10648,,,,,eva,Ethylene-vinyl acetate (EVA) foam,null,4.847,kgCO2e/kg,0.0005834041164379274,null,SLG BRANDS LIMITED,Group - SLG,JEWELLERY BOX  BOO001,2022
3006_1661417380372_74083,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.015138914731629906,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2elastics in one set,2022
3554_1666858522900_89346,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.10339595570789234,null,NWBEEZ ltd,Group - Sergent Major,"RYAJOCLIC8
Hair clip with 3%rebate",2022
2895_1648176609645_46454,,,,,jute,Jute fiber fabric,null,9.32,kgCO2e/kg,0.00017781112947217584,null,The Body Shop International Limited,Group - The Body Shop,"PADS REUSABLE BAMBOO & COTTON AR22 ARX

Pads: 68% bamboo viscose and 32% organic cotton
Wash bag: 100% organic cotton",2022
2900_1648890836319_9681,,,,,eva,Ethylene-vinyl acetate (EVA) foam,null,4.847,kgCO2e/kg,0.008832442860854923,null,The Body Shop International Limited,Group - The Body Shop,"GC BOX MORINGA HAIRCARE XM22 A0X

Container: 140gsm Woodfree paper + 120gsm Kraft paper + 1.5mm greyboard + Paper String
Fitment: 250gsm CCNB + corrugated board + 1.5mm greyboard
(FSC MIX CREDIT)",2022
2900_1648890557947_52126,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.957912521312607,null,The Body Shop International Limited,Group - The Body Shop,"GC BOX INTRO ENERGISING XM22 A0X

Container: 140gsm woodfree paper + 1.5mm greyboard  + 130gsm kraft paper
Fitment: KAK corrugated board
(FSC MIX CREDIT)",2022
3554_1654758438872_2705,,,,,epoxy,Epoxy plastic,null,7.445,kgCO2e/kg,0.0231787048431914,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,DINOAETTE,2022
3554_1653374271643_14688,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.2741170507509387,null,NEWORCH,Group - Orchestra,TAUPE-AX/AI008U-BGC,2022
3554_1643020187108_77074,,,,,spandex,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.0027156534240412858,null,NEWORCH,Group - Orchestra,headband+elastic+hair clip in set,2022
3006_1661420469362_74389,,,,,thermoplastic polyurethane(tpu),Thermoplastic Polyurethane (TPU) plastic,null,6.305,kgCO2e/kg,0.14543612023288044,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,4elastics in one set,2022
3180_1652859480450_90014,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.034800474799973495,null,Avon Cosmetics Ltd,Group - Avon,Eve Diffuser Giftset,2022
3180_1641981241968_38834,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.04000000000000001,null,Avon Cosmetics Ltd,Group - Avon,Fresh Cotton Jar Candle Large,2022
3180_1642038790441_56596,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.04000000000000001,null,Avon Cosmetics Ltd,Group - Avon,Happy Uplifting Candle Yellow,2022
3180_1640934915393_94665,,,,,wood,Wood,null,1.105,kgCO2e/kg,0.007128444851052095,null,Avon Cosmetics Ltd,Group - Avon,V Waltz 80ml Diffuser,2022
3554_1642735115154_46915,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.19332711929317736,null,GEMO,Group - Gemo,Elastic with 2pcs in set,2022
2883_1650005272723_37713,,,,,glass,Glass,null,1.01,kgCO2e/kg,0.004728263687717056,null,SLG BRANDS LIMITED,Group - SLG,CLASSIC PENDANT BOO001,2022
3006_1664183069154_11028,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,null,5.645,kgCO2e/kg,0.0966201090656422,null,Okaidi France SAS,Group - Okaidi,2clips in one set,2022
3180_1648799688521_51994,,,,,wood,Wood,null,1.105,kgCO2e/kg,0.007128444851052095,null,Avon Cosmetics Ltd,Group - Avon,Dark Orchid 80ml Diffuser,2022
3554_1651043274757_45639,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.09270934126893969,null,NWBEEZ ltd,Group - Sergent Major,PYAJOCLIP2,2022
3173_1646891063095_61153,,,,,rubber,Natural Rubber (NR),null,2.333,kgCO2e/kg,0.4562268683192534,null,GEMO,Group - Gemo,KEYRING,2022
3554_1666860532550_59794,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0023100952947106555,null,NWBEEZ ltd,Group - Sergent Major,"RYAJOSERR2
Hair clip with 7.5%rebate",2022
3006_1661411971121_81232,,,,,elastodiene,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.2445320440374459,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,3elastics in one set,2022
3554_1651029985130_81361,,,,,polyamide,Nylon/Polyamide (PA) plastic,null,9.645,kgCO2e/kg,0.0007700317649035518,null,NWBEEZ ltd,Group - Sergent Major,PYAJOSERR2,2022
3180_1642130701627_50724,,,,,glass,Glass,null,1.01,kgCO2e/kg,0.4186066411722387,null,Avon Cosmetics Ltd,Group - Avon,Fresh Cotton Fragrance Oil,2022
3554_1642575016964_38114,,,,,elastane,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.15560818382433392,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,Elastic with 2pcs in set,2022
3554_1653634615109_3385,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0023100952947106555,null,NEWORCH,Group - Orchestra,IORE-AX/AFIOKJ-JAC-Solid,2022
3554_1666860532550_35375,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.1234515639248077,null,NWBEEZ ltd,Group - Sergent Major,"RYAJOSERR2
Hair clip with 7.5%rebate",2022
3180_1640770881583_79643,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.034800474799973495,null,Avon Cosmetics Ltd,Group - Avon,Fresh Cotton 70ml Diffuser,2022
2883_1651024267592_75719,,,,,stainless steel,Stainless steel,null,5.15,kgCO2e/kg,0.4809625256432011,null,SLG BRANDS LIMITED,Group - SLG,GLASS DECANTER DUO BOO001,2022
3554_1663919303089_76853,,,,,thermoplastic polyurethane(tpu),Thermoplastic Polyurethane (TPU) plastic,null,6.305,kgCO2e/kg,0.14543612023288044,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,"FECHIETTE
set of 2 items",2022
2900_1648811122018_83434,,,,,aluminium,Aluminum,null,8.836,kgCO2e/kg,0.00008649626072749403,null,The Body Shop International Limited,Group - The Body Shop,"GC BOX ROUTINE ENERGISING XM22 A0X

Case: 140gsm woodfree paper + 1.5mm greyboard +Jute Ribbon
Base: 120gsm kraft paper + 1.5mm greyboard 
Fitment: 250gsm CCNB + corrguated board + 1.5mm greyboard 
(FSC MIX CREDIT)",2022
3006_1661419093342_9747,,,,,elastane,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.0024708781698481634,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2clawclips in one set,2022
3554_1653275649527_4724,,,,,elastane,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.15560818382433392,null,NEWORCH,Group - Orchestra,ELASTBASIC-AV/AFIOFJ-BLF,2022
3554_1655868248374_27929,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.0015095797568079373,null,GEMO,Group - Gemo,39REACLA,2022
3554_1667534058529_22545,,,,,polyamide,Nylon/Polyamide (PA) plastic,null,9.645,kgCO2e/kg,0.0007700317649035518,null,VERTBAUDET S.A.S,Group - Verbaudet,"1005054001
with 3% rebate",2022
3180_1646192968670_40720,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.043237484133051375,null,Avon Cosmetics Ltd,Group - Avon,Winter Joy Mixed Diffuser,2022
2900_1637573704756_51852,,,,,zinc alloy,Zinc,null,2.486,kgCO2e/kg,0.1069027080778828,null,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon + booklet Medium Karma oct. 2021

Ribbon: 100% polyester 39mm GG Ribbon in 323mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)+2mm Dia. Gold elastic String in 110mm loop length
Large Paper Tag: 360gsm Coated paper
Metal Coin: Zinc Alloy in 39mm Dia.
(FSC MIX CREDIT)",2022
3006_1661415533524_17772,,,,,glass,Glass,null,1.01,kgCO2e/kg,0.02695211139773935,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,3clips in one set,2022
3006_1660644050213_7578,,,,,straw,Polypropylene (PP) plastic,null,3.855,kgCO2e/kg,0.003729477528484843,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,1headband in one set,2022
3554_1666858522900_56199,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.6747706023339276,null,NWBEEZ ltd,Group - Sergent Major,"RYAJOCLIC1
Hair clip with 3%rebate",2022
3554_1655453112002_8647,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.19332711929317736,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,DLICORNETTE,2022
3554_1655453112003_7555,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.1234515639248077,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,DLICOLETTE,2022
3180_1653988706683_10437,,,,,liquid (essential oil),liquid (essential oil),null,0.953,kgCO2e/kg,0.01976328034503563,null,Avon Cosmetics Ltd,Group - Avon,Winter Joy Mixed Diffuser,2022
3006_1652799330650_37188,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,null,5.645,kgCO2e/kg,0.04175720769781906,null,Okaidi France SAS,Group - Okaidi,698632 HTREFLE,2022
3180_1646187229812_42652,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.034800474799973495,null,Avon Cosmetics Ltd,Group - Avon,Dark Orchid 80ml Diffuser,2022
2895_1647396617298_74169,,,,,silicone,Silicone plastic,null,8.105,kgCO2e/kg,0.013919326364018358,null,Avon Cosmetics Ltd,Group - Avon,BLUE CLEARSKIN FACE BRUSH,2022
2883_1650537802159_64516,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,null,5.645,kgCO2e/kg,0.09494128393254507,null,SLG BRANDS LIMITED,Group - SLG,RIBBED SOCK AND MUG,2022
3006_1660706261086_51471,,,,,metallic fibre,Metal,null,5.269,kgCO2e/kg,0.010827731455578268,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2elastics in one set,2022
3006_1668413970378_27239,,,,,straw,Polypropylene (PP) plastic,null,3.855,kgCO2e/kg,0.003729477528484843,null,Okaidi France SAS,Group - Okaidi,1hairband in one set,2022
3006_1665556243386_36689,,,,,straw,Polypropylene (PP) plastic,null,3.855,kgCO2e/kg,0.0037294775284848433,null,JACADI,Group - Jacadi,1hairband in one set,2022
3006_1668509798183_52390,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0023100952947106555,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2hairbands in one set,2022
3173_1644991905101_4177,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.018792405623676435,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,BRACELET,2022
3554_1646042313037_78293,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0023100952947106555,null,GEMO,Group - Gemo,Headband,2022
2900_1648867650567_6937,,,,,nylon,Nylon/Polyamide (PA) plastic,null,9.645,kgCO2e/kg,0.0001441604345458234,null,The Body Shop International Limited,Group - The Body Shop,"GC BOX MORINGA HAIRCARE XM22 A0X

Container: 140gsm Woodfree paper + 120gsm Kraft paper + 1.5mm greyboard + Paper String
Fitment: 250gsm CCNB + corrugated board + 1.5mm greyboard
(FSC MIX CREDIT)",2022
3554_1653539895968_4908,,,,,straw,Polypropylene (PP) plastic,null,3.855,kgCO2e/kg,0.0037294775284848424,null,NEWORCH,Group - Orchestra,GODUROY-AX/AFIOJZ-ECR-Assorted,2022
2895_1648176609645_46454,,,,,hemp,hemp,null,19.544,kgCO2e/kg,0.004047210740502169,null,The Body Shop International Limited,Group - The Body Shop,"PADS REUSABLE BAMBOO & COTTON AR22 ARX

Pads: 68% bamboo viscose and 32% organic cotton
Wash bag: 100% organic cotton",2022
2895_1648176609645_46454,,,,,polyresin,polyresin,null,3.817,kgCO2e/kg,0.00042236661252921526,null,The Body Shop International Limited,Group - The Body Shop,"PADS REUSABLE BAMBOO & COTTON AR22 ARX

Pads: 68% bamboo viscose and 32% organic cotton
Wash bag: 100% organic cotton",2022
4475_1642407980430_40386,,,,,aluminium,Aluminum,null,8.836,kgCO2e/kg,0.009708531158849456,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,Styler Vent Brush,2022
3180_1640848095947_21020,,,,,wood,Wood,null,1.105,kgCO2e/kg,0.0071284448510520945,null,Avon Cosmetics Ltd,Group - Avon,Fresh Cotton 70ml Diffuser,2022
